CustomerID,Age,Tenure_Months,Monthly_Charges,Total_Charges,Contract_Type,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Paperless_Billing,Payment_Method,Churn
CUST00943,25,36,85.28,4838.19,One year,Fiber optic,Yes,Yes,No internet,No internet,No,No internet,Yes,Bank transfer,1
CUST00944,55,6,38.05,6905.96,One year,DSL,No internet,No,No,Yes,No,No,Yes,Electronic check,1
CUST00945,29,39,35.05,6962.25,Month-to-month,No,Yes,No internet,No internet,No,No,No,Yes,Electronic check,0
CUST00946,41,42,40.06,5822.32,One year,DSL,No internet,Yes,No,No,No internet,No internet,Yes,Credit card,0
CUST00947,45,58,42.34,5991.45,Two year,Fiber optic,Yes,No,No,Yes,Yes,No internet,No,Electronic check,1
CUST00948,70,12,102.92,4507.63,Month-to-month,No,No internet,No,No internet,No internet,Yes,No,No,Mailed check,0
CUST00949,25,3,116.33,4718.88,Two year,Fiber optic,No,No internet,No,No internet,No,No internet,Yes,Credit card,0
CUST00950,75,18,88.9,1155.84,Two year,DSL,No internet,Yes,No,No internet,Yes,No internet,No,Credit card,0
CUST00951,45,40,127.77,3606.49,Month-to-month,No,No internet,No,No,Yes,No internet,No internet,No,Electronic check,0
CUST00952,53,21,148.86,3661.13,Two year,Fiber optic,Yes,No internet,No,No,Yes,No internet,Yes,Bank transfer,0
CUST00953,43,15,126.6,7672.13,Two year,Fiber optic,Yes,No,No internet,Yes,No,No,No,Mailed check,0
CUST00954,25,26,110.33,3505.59,Month-to-month,Fiber optic,Yes,Yes,Yes,No internet,No internet,No internet,No,Mailed check,1
CUST00955,75,8,89.22,4439.81,Two year,DSL,Yes,No internet,Yes,Yes,No internet,Yes,Yes,Mailed check,0
CUST00956,77,42,78.35,4312.69,One year,No,Yes,No,No,No,No,No internet,Yes,Credit card,0
CUST00957,67,44,30.97,5130.42,Two year,DSL,Yes,No internet,No,Yes,Yes,Yes,Yes,Mailed check,0
CUST00958,45,14,71.92,6011.04,One year,DSL,No,Yes,No,No internet,No,No internet,Yes,Bank transfer,0
CUST00959,45,2,138.32,1877.83,Two year,DSL,No internet,No internet,Yes,No,Yes,Yes,Yes,Bank transfer,0
CUST00960,54,37,125.04,4276.92,Month-to-month,No,No internet,Yes,No,Yes,Yes,Yes,Yes,Electronic check,0
CUST00961,58,69,48.09,6624.75,Month-to-month,DSL,No internet,No,No internet,Yes,No internet,No internet,Yes,Mailed check,0
CUST00962,53,38,80.66,3758.61,Two year,DSL,No,Yes,No internet,No,No,No internet,No,Credit card,1
CUST00963,44,41,126.17,2299.81,Month-to-month,DSL,No internet,No,No internet,No,No internet,No internet,Yes,Electronic check,0
CUST00964,71,62,28.76,5272.2,Two year,DSL,No,No,Yes,No internet,No,Yes,No,Bank transfer,0
CUST00965,34,60,70.36,6607.76,Month-to-month,Fiber optic,No,Yes,No,No,No,No,No,Mailed check,0
CUST00966,26,14,130.74,598.81,One year,DSL,No,No,No,No internet,No internet,No,Yes,Bank transfer,0
CUST00967,50,2,72.51,6236.64,Two year,Fiber optic,No internet,No internet,No,Yes,No,No internet,No,Electronic check,1
CUST00968,70,70,30.09,6591.02,One year,DSL,No,No,Yes,No internet,No,No,No,Bank transfer,1
CUST00969,37,17,90.53,3746.03,One year,No,No internet,Yes,Yes,Yes,Yes,No,No,Mailed check,0
CUST00970,30,28,132.03,7868.11,Two year,Fiber optic,No internet,No internet,Yes,No,No,No internet,Yes,Mailed check,0
CUST00971,45,66,96.74,6315.0,One year,Fiber optic,Yes,No internet,Yes,Yes,No,Yes,No,Electronic check,0
CUST00972,65,35,49.42,6211.93,Two year,Fiber optic,Yes,No,No internet,No,No internet,No internet,No,Mailed check,0
CUST00973,46,5,69.95,6007.92,One year,Fiber optic,No,No,Yes,Yes,No internet,No,Yes,Bank transfer,1
CUST00974,30,65,78.52,1289.8,Two year,No,No,Yes,Yes,Yes,No,Yes,No,Bank transfer,0
CUST00975,63,40,95.3,1816.12,Two year,DSL,No internet,No internet,Yes,Yes,Yes,No,No,Credit card,1
CUST00976,52,56,118.72,3765.52,Month-to-month,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,Credit card,0
CUST00977,78,36,32.85,2185.63,Two year,No,No,No,No,No internet,No internet,No,No,Credit card,0
CUST00978,23,45,135.65,3380.4,Two year,Fiber optic,No internet,No internet,No,Yes,No,No internet,No,Bank transfer,0
CUST00979,35,23,21.6,7118.87,One year,DSL,No,Yes,No internet,No internet,No,No,Yes,Bank transfer,0
CUST00980,68,47,68.11,6612.18,Two year,Fiber optic,No,Yes,No internet,No,Yes,No,No,Electronic check,1
CUST00981,22,31,23.56,5077.32,Month-to-month,No,No internet,Yes,Yes,No,Yes,Yes,Yes,Credit card,0
CUST00982,64,11,71.09,6879.15,One year,DSL,No internet,Yes,No,No internet,Yes,No,No,Bank transfer,0
CUST00983,42,10,88.36,6291.8,One year,No,Yes,Yes,No internet,No,No internet,No internet,Yes,Electronic check,0
CUST00984,19,67,86.52,3488.98,Month-to-month,DSL,No internet,No internet,No,No,No,No internet,Yes,Bank transfer,1
CUST00985,27,14,41.53,1688.41,One year,DSL,Yes,Yes,No internet,Yes,No internet,No internet,Yes,Electronic check,0
CUST00986,73,10,103.95,4162.19,One year,DSL,No,No internet,No internet,Yes,No,Yes,No,Credit card,1
CUST00987,47,1,25.82,5916.21,One year,Fiber optic,No internet,Yes,Yes,Yes,No internet,Yes,No,Credit card,1
CUST00988,67,5,119.05,3547.71,One year,No,No internet,No,Yes,No internet,No,No,No,Credit card,1
CUST00989,76,20,143.06,5367.5,Month-to-month,No,No internet,No,No internet,No internet,Yes,No,No,Bank transfer,0
CUST00990,62,8,64.17,845.19,Month-to-month,No,No,Yes,Yes,No,Yes,No,No,Bank transfer,0
CUST00991,22,43,87.24,6009.24,One year,DSL,Yes,No,No internet,Yes,Yes,Yes,Yes,Electronic check,0
CUST00992,72,1,69.26,6520.44,One year,Fiber optic,No,No internet,No internet,No internet,No internet,Yes,Yes,Mailed check,0
CUST00993,73,57,20.87,5684.02,Month-to-month,DSL,No,Yes,No,No internet,Yes,No,Yes,Mailed check,0
CUST00994,50,64,70.16,7741.38,Month-to-month,No,No internet,No internet,Yes,Yes,No,Yes,No,Credit card,0
CUST00995,71,28,122.92,6630.55,Month-to-month,Fiber optic,Yes,Yes,Yes,No internet,No internet,Yes,No,Mailed check,1
CUST00996,18,37,97.48,7234.44,One year,Fiber optic,No,No,Yes,Yes,No,No internet,Yes,Credit card,0
CUST00997,35,47,33.16,7475.21,One year,Fiber optic,No internet,No internet,No,No,No internet,No internet,No,Electronic check,0
CUST00998,49,37,130.13,6430.65,Two year,No,No,No,No,No,No,No,No,Mailed check,0
CUST00999,64,49,89.04,5426.64,Month-to-month,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,0
CUST01000,66,44,129.42,145.18,One year,Fiber optic,No internet,Yes,Yes,Yes,No internet,No internet,Yes,Credit card,0
